CaseId,WEIGHT1,Q1A,Q1B,Q1C,Q1D,Q1E,Q1F,Q1G,Q1H,Q1I,Q1J,Q1K,Q1L,Q1M,Q1N,Q1O,Q1P,Q1Q,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q2H,Q2I,Q2J,Q2K,Q2L,Q2M,Q2N,Q2O,Q2P,Q2Q,Q2R,Q3A,Q3B,Q3C,Q3D,Q3E,Q3F,Q3G,Q3H,Q3I,Q3J,Q3K,Q3L,Q3M,Q3N,Q3O,Q3P,Q3Q,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q4I,Q4J,Q4K,Q4L,Q4M,Q4N,Q4O,Q4P,Q4Q,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q7H,Q7I,Q7J,Q7K,Q7L,Q7M,Q7N,Q7O,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q10,Q11,Q12,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q13I,Q14A,Q14B,Q14C,Q14D,Q14E,Q14F,Q14G,Q14H,Q14I,Q14J,Q14K,Q14L,Q14M,Q14N,Q14O,Q14P,D3,D4,D5,Q22,Q23,SURV_MODE,Device,gender,age,AGE4,AGE7,racethnicity,educ,EDUC4,marital,employ,income
1591,0.345728226,4,4,5,5,4,5,5,4,4,4,4,4,3,3,4,2,2,4,4,4,5,4,5,4,4,3,4,4,4,3,4,2,2,1,1,4,4,2,2,4,4,2,2,2,4,2,2,3,4,3,3,3,4,4,3,5,5,5,5,5,5,3,3,4,4,5,2,3,3,4,2,3,2,2,2,5,4,5,2,2,4,3,4,3,3,2,4,3,3,4,2,5,8,4,5,4,3,3,2,1,3,2,2,3,1,4,3,3,5,3,4,4,3,4,4,2,2,3,2,,,8,3,2,Smartphone,1,34,2,2,1,11,3,1,1,10
1592,14.80777318,4,5,5,4,4,5,5,3,3,4,3,5,4,4,4,3,1,4,4,4,4,3,3,5,3,2,5,4,5,5,4,4,1,1,1,4,4,4,5,4,5,5,5,3,4,3,5,5,4,4,2,2,1,3,2,3,3,3,1,1,1,2,4,1,1,3,2,1,1,4,3,3,3,3,3,4,3,5,4,2,3,3,4,2,3,5,4,4,3,3,8,8,9,4,3,3,5,4,3,2,2,2,4,2,2,4,3,4,3,4,4,4,4,4,3,2,4,4,1,2,,7,1,2,Desktop,1,18,1,1,4,7,1,5,7,10
1593,2.746175823,5,5,3,3,4,3,3,3,2,5,1,2,4,3,2,2,1,5,5,2,3,3,3,3,3,2,5,3,3,3,3,2,4,2,1,5,5,1,1,4,1,3,3,1,5,1,1,4,3,1,1,1,1,3,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,5,4,4,4,4,5,5,4,5,2,2,2,4,4,2,4,4,5,1,1,1,5,7,7,4,3,2,4,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,2,3,,3,7,2,2,Smartphone,2,48,3,4,1,11,3,1,1,16
1594,1.028448052,5,4,2,4,4,3,4,4,3,5,1,3,5,5,4,2,2,4,4,4,4,4,3,3,4,3,4,4,4,4,5,4,4,2,2,3,4,2,4,4,3,3,4,3,4,1,2,4,4,3,2,2,3,1,1,3,2,1,1,2,2,1,1,1,1,2,2,2,2,4,3,5,4,4,4,2,3,3,4,4,4,2,4,2,3,4,4,2,2,2,6,6,9,3,4,4,4,3,2,2,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,3,2,2,2,,,6,1,2,Smartphone,1,31,2,2,6,13,4,1,1,12
1595,1.191659016,5,5,5,3,4,3,4,4,3,5,3,3,3,4,3,3,3,5,5,3,2,3,2,2,4,2,5,3,3,3,4,3,3,3,3,4,4,3,3,5,2,1,4,2,4,3,1,3,4,2,2,2,1,3,4,3,3,4,2,2,1,2,3,2,2,3,1,1,1,4,4,4,3,2,3,2,2,4,3,3,4,3,3,5,4,4,4,3,2,2,4,6,9,3,4,2,3,2,5,2,2,3,3,4,4,3,3,3,3,4,4,3,4,4,5,2,2,3,2,,,7,2,2,Smartphone,2,34,2,2,1,12,4,1,1,14
1598,2.120495056,5,5,4,5,5,3,3,4,1,5,1,3,3,4,3,4,4,5,5,3,5,3,3,3,3,1,5,2,3,3,3,3,5,4,4,5,5,4,3,5,1,1,5,1,5,1,4,5,4,3,4,4,5,5,5,3,5,5,1,3,1,1,2,3,3,3,3,3,3,5,5,5,3,3,3,5,5,5,1,1,2,3,3,3,5,5,5,3,1,3,10,7,10,1,5,3,3,2,3,2,1,1,3,5,4,5,5,5,5,5,5,3,3,5,5,3,3,3,2,,,5,2,2,Smartphone,1,45,3,4,2,9,2,6,1,13
1599,0.635970506,4,4,3,2,4,1,3,4,3,4,1,3,4,4,2,3,3,2,3,2,3,3,2,3,4,3,4,3,1,2,4,2,4,1,1,4,4,1,1,4,2,2,4,2,4,1,2,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,4,4,4,4,2,4,4,3,4,3,4,3,4,4,2,4,4,4,2,2,2,5,6,6,2,4,3,3,4,2,2,2,2,3,4,2,4,4,4,4,3,4,4,4,3,4,2,4,4,1,2,,7,1,2,Smartphone,1,48,3,4,1,9,2,5,5,4
1602,0.716231717,4,4,3,3,4,3,4,4,2,4,2,3,3,4,3,3,2,3,4,3,3,4,3,4,3,2,4,4,3,4,4,2,3,2,2,4,4,3,3,4,3,3,4,2,4,2,3,3,4,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,4,4,3,3,4,4,4,4,3,2,4,2,4,3,4,4,4,2,2,4,7,8,8,4,4,4,2,2,4,2,2,2,3,3,2,4,3,3,4,4,4,4,4,4,4,3,3,2,2,,,7,1,2,Tablet,1,71,4,6,1,12,4,2,5,11
1603,0.661188319,4,4,5,5,3,3,4,3,4,3,4,4,3,3,4,1,1,4,4,4,4,5,3,4,4,4,3,2,3,3,5,4,4,1,1,5,5,1,1,5,3,3,4,4,5,1,3,3,5,2,1,1,1,2,4,4,4,2,2,2,2,2,1,4,2,2,2,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,4,3,4,3,2,3,1,7,7,4,3,3,4,2,3,2,2,2,3,3,2,4,4,4,4,4,5,4,3,3,4,3,5,3,2,,,6,2,2,Smartphone,1,36,2,3,4,14,4,1,1,18
1606,0.82732227,4,4,3,3,3,3,3,,3,3,2,3,4,4,4,3,3,4,4,2,3,3,2,4,4,3,4,3,3,4,4,2,4,3,3,4,4,2,3,4,2,3,4,2,3,2,4,4,4,2,3,3,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,4,3,4,4,4,,,,,,,,,,,4,4,4,2,3,2,5,4,,3,4,4,4,3,3,3,2,3,3,3,2,4,4,3,4,4,4,4,4,4,4,4,3,2,2,,,7,2,2,Desktop,2,88,4,7,1,11,3,3,5,5
1611,0.621796721,4,5,4,4,5,4,5,4,3,4,3,3,4,4,5,4,4,5,5,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,5,4,4,4,2,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,3,4,4,4,2,4,4,7,5,4,2,5,2,4,2,2,2,2,2,2,4,3,3,4,4,4,2,2,4,4,2,2,2,3,,3,8,1,1,Phone interview (not online),1,61,4,5,2,10,3,5,1,7
1612,0.525192846,5,5,5,5,5,5,4,4,3,5,2,3,5,5,4,2,1,5,5,5,3,5,5,4,4,4,3,5,5,5,5,5,5,3,3,4,4,3,3,3,2,2,3,2,5,1,1,2,2,2,1,1,3,4,1,4,3,4,4,3,3,3,1,3,4,4,1,1,1,5,4,4,5,4,4,3,2,3,2,2,4,2,3,4,5,5,5,2,2,3,3,4,5,4,4,3,4,4,2,2,2,2,2,4,4,4,4,2,4,4,4,2,3,4,4,3,2,4,1,3,,7,1,2,Desktop,2,60,4,5,1,11,3,3,1,6
1614,1.883470975,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,4,4,4,4,4,4,4,4,4,3,3,3,4,5,4,4,4,5,4,5,5,5,5,4,4,1,1,,10,3,2,Smartphone,1,23,1,1,2,9,2,5,7,10
1616,0.245459221,4,5,5,5,4,4,5,5,4,3,5,4,3,4,2,5,5,5,5,5,5,3,2,5,2,5,5,4,5,4,5,3,3,5,5,3,5,1,1,4,1,1,4,2,5,1,1,2,3,1,1,1,2,5,4,5,5,4,5,5,4,5,3,5,5,3,1,5,3,4,4,5,3,1,3,5,1,4,3,1,3,4,5,4,5,4,5,5,1,1,2,4,7,2,2,5,5,5,1,3,2,2,1,3,1,3,3,3,5,5,5,2,2,5,5,3,2,2,2,,,7,1,2,Smartphone,1,32,2,2,2,10,3,6,4,8
1621,1.058894008,3,3,3,3,3,1,2,5,2,5,3,2,4,4,4,4,4,4,5,1,4,4,1,2,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,1,5,3,5,3,3,4,4,4,4,4,5,5,5,5,5,5,1,3,3,3,3,3,4,4,2,4,4,5,5,5,5,4,5,5,5,5,1,1,3,2,2,2,5,5,5,1,1,2,5,3,8,5,4,3,5,3,3,3,3,4,3,3,2,4,4,4,4,4,5,3,3,4,5,2,2,3,2,,,7,1,2,Desktop,1,49,3,4,1,9,2,1,6,3
1627,0.289706952,4,5,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,3,4,4,3,4,4,2,4,4,4,4,2,2,4,3,2,3,3,4,2,4,4,4,4,4,4,3,3,3,4,4,5,4,4,4,4,3,5,2,3,4,4,4,4,4,4,3,4,2,4,3,4,3,2,4,2,4,4,4,4,4,2,2,2,3,5,5,4,3,3,4,4,2,4,3,4,2,4,2,3,2,3,4,4,4,2,4,4,4,2,2,4,1,2,,4,1,2,Smartphone,2,58,3,5,1,11,3,1,6,11
1628,0.552269154,3,3,4,4,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3,1,1,1,5,5,4,5,5,5,4,3,3,3,3,4,4,4,4,1,3,3,3,3,3,4,5,4,3,3,1,5,3,5,5,4,2,2,5,5,5,4,4,4,4,3,5,1,3,2,3,3,3,4,5,4,2,3,4,3,4,7,4,4,3,3,4,3,3,3,4,2,2,1,4,3,4,4,4,4,2,3,4,4,3,4,4,2,,,7,1,2,Smartphone,2,37,2,3,1,9,2,6,1,7
1645,1.404959774,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,4,3,3,4,3,3,4,3,3,3,3,4,4,3,3,3,3,4,4,2,3,4,2,2,4,2,4,2,3,3,4,3,2,2,1,2,1,3,4,2,3,2,1,2,1,2,2,1,1,1,1,4,4,4,4,3,3,3,3,4,2,3,2,3,3,2,4,4,4,2,2,3,3,8,8,3,4,2,3,3,3,1,2,2,3,4,4,4,4,4,4,4,3,4,3,4,3,3,3,2,2,,,7,1,2,Desktop,1,71,4,6,1,13,4,1,5,15
1648,0.147330975,5,5,3,4,5,4,5,5,2,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,2,5,1,2,5,5,4,5,3,3,3,4,3,4,3,3,4,4,2,4,4,4,5,3,5,4,4,1,5,5,1,2,5,1,1,3,2,5,2,2,2,1,3,3,5,5,4,5,3,5,5,3,5,4,4,3,2,3,4,4,4,5,4,1,2,7,3,10,4,5,4,5,4,2,3,4,3,1,4,1,4,4,4,4,4,5,1,4,5,5,1,5,5,2,,,5,2,2,Smartphone,1,26,1,2,4,11,3,6,4,2
1654,0.457929065,3,4,2,3,2,4,4,5,4,5,4,4,4,4,3,2,2,4,1,4,4,5,2,3,4,4,1,4,4,4,4,2,4,,2,4,4,4,4,5,4,4,5,3,5,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,2,2,5,4,4,3,3,3,4,3,3,4,4,4,4,2,3,4,4,4,2,3,4,4,4,4,4,3,4,3,1,5,4,3,3,4,3,3,3,4,3,2,2,3,2,2,2,3,4,3,1,2,3,3,3,3,4,2,,,9,3,2,Smartphone,2,45,3,4,1,9,2,1,7,3
1656,2.02781107,3,4,4,4,4,5,4,4,5,4,4,5,4,4,5,2,2,2,2,5,4,4,5,4,4,2,1,5,4,4,4,5,1,1,1,3,3,3,4,4,4,3,4,2,4,4,4,5,4,4,1,1,3,1,2,4,2,2,5,3,3,1,1,2,5,2,1,1,1,4,4,4,4,4,4,3,3,4,3,3,2,5,3,2,4,4,5,1,1,1,9,7,8,4,2,3,4,1,5,1,1,2,5,4,2,4,4,5,5,4,4,5,4,4,4,2,3,3,2,,,10,1,2,Desktop,2,70,4,6,4,10,3,1,3,11
1666,0.554590324,4,3,5,4,4,5,5,5,4,4,4,4,4,5,4,3,3,4,4,5,3,4,3,4,5,2,3,3,3,4,5,3,2,2,2,5,4,4,3,5,3,4,5,4,4,3,3,4,5,3,3,3,2,2,2,3,4,4,3,2,5,3,2,3,4,4,3,3,3,4,4,4,4,4,4,4,2,4,2,2,4,2,4,2,4,4,4,2,2,2,5,5,5,4,3,2,5,4,3,3,2,2,2,2,2,2,2,3,4,4,4,2,4,4,4,2,3,4,2,,,7,1,2,Smartphone,2,36,2,3,1,11,3,1,1,12
1667,0.818347615,4,5,4,4,3,3,4,3,3,3,3,3,3,4,4,3,3,5,4,3,3,4,3,3,3,2,4,3,3,4,4,3,3,3,2,3,4,3,4,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,4,2,3,3,3,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,2,2,3,5,6,8,4,4,2,4,3,3,3,3,2,3,4,2,4,4,4,4,4,5,5,4,5,4,4,2,2,2,,,6,2,2,Smartphone,1,47,3,4,6,12,4,1,2,13
1669,0.379245174,4,4,4,4,4,2,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,3,4,3,3,4,3,4,3,3,4,4,3,3,3,2,4,2,3,3,4,4,4,3,3,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,2,2,3,4,4,4,5,5,5,4,1,2,4,5,5,5,5,3,4,4,2,2,2,3,2,4,2,4,4,4,4,4,4,4,3,4,4,3,3,4,3,,3,7,1,2,Smartphone,2,36,2,3,1,11,3,5,1,9
1670,0.786066455,4,5,2,4,4,1,3,4,2,5,2,3,5,4,2,5,5,5,4,2,3,4,1,4,4,3,5,5,4,4,3,3,4,5,5,5,5,2,3,4,1,3,4,1,5,1,2,3,4,3,5,5,4,4,4,3,2,2,2,4,2,1,1,2,2,2,2,4,4,5,5,5,4,3,4,4,3,4,2,2,3,2,2,2,5,5,5,2,2,1,4,7,10,5,5,2,4,2,3,3,1,1,3,2,2,4,4,4,4,4,4,2,3,3,4,2,4,3,1,2,,10,1,2,Desktop,2,56,3,5,3,13,4,1,4,7
1676,1.021463995,5,5,4,4,4,4,2,4,1,4,2,3,4,4,4,3,3,5,4,3,2,4,3,4,4,2,4,3,3,3,3,3,4,2,3,,4,3,3,4,3,3,4,2,4,3,4,4,4,4,4,4,2,3,3,3,4,4,3,3,4,2,,3,2,3,4,3,3,4,4,4,4,4,3,4,2,3,3,4,4,2,2,4,4,4,3,4,3,4,5,1,1,2,4,2,4,3,2,4,3,2,,3,2,3,3,3,4,3,3,4,3,4,4,2,4,,2,,,5,3,2,Desktop,2,74,4,6,1,9,2,2,5,5
1678,0.190347983,5,5,5,5,5,1,1,2,1,5,1,5,5,5,1,4,4,2,5,1,2,5,1,5,5,1,5,5,1,5,1,5,5,1,1,5,5,1,1,5,,1,5,1,5,5,1,5,5,1,5,5,5,5,5,1,1,5,1,1,5,1,5,1,5,5,1,5,5,5,5,5,5,2,5,5,5,5,1,1,1,1,1,1,5,5,5,1,1,1,10,10,10,5,5,5,5,5,1,1,1,5,1,1,1,5,1,5,1,5,5,1,5,5,5,1,5,1,3,,1,10,1,2,Smartphone,2,40,2,3,2,9,2,5,1,6
1679,1.693831327,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,4,4,4,2,4,4,3,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,4,1,3,3,3,3,2,2,2,3,3,4,4,3,4,2,3,3,2,3,3,3,3,2,2,3,3,4,3,2,3,4,3,4,3,2,3,2,4,4,3,3,4,3,3,3,5,3,4,3,2,2,4,4,2,2,2,2,2,2,2,3,2,2,3,3,4,4,3,3,4,2,3,3,1,3,,8,1,2,Desktop,1,47,3,4,5,12,4,1,1,10
1682,0.047061981,3,3,5,5,3,5,5,3,1,1,5,1,5,2,2,1,1,2,4,5,4,5,5,5,1,1,4,5,2,5,5,1,1,1,1,4,5,1,5,3,5,1,3,1,4,1,2,5,5,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,4,1,1,1,1,4,5,4,5,4,4,5,4,2,3,2,4,2,4,4,4,4,4,2,1,2,2,5,6,2,2,3,4,4,3,2,3,2,4,4,2,4,3,4,4,4,5,2,3,4,4,1,4,4,2,,,10,1,2,Smartphone,1,29,1,2,4,10,3,1,1,10
1690,1.048502656,5,5,1,2,3,2,5,3,1,5,1,1,2,2,1,1,1,5,5,3,2,3,2,5,2,2,5,5,1,2,3,2,5,1,1,5,5,1,1,2,1,5,2,2,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,1,5,3,3,3,1,2,3,4,3,4,5,5,5,1,1,1,5,5,6,5,5,1,2,1,3,1,1,1,4,3,5,4,5,4,4,5,5,4,3,3,5,5,2,1,,,,10,1,2,Smartphone,1,62,4,5,1,9,2,5,2,10
1694,1.635891287,3,3,3,4,4,5,5,4,4,3,3,4,4,4,3,1,1,2,3,3,4,4,4,4,3,1,2,4,4,4,3,1,1,1,1,3,4,3,4,4,4,4,4,2,3,2,3,4,4,1,1,1,1,3,2,3,3,2,1,1,2,1,3,1,1,2,1,1,1,3,4,4,4,4,4,3,2,2,4,4,2,3,4,2,4,4,3,2,2,2,7,6,8,3,2,3,4,2,1,1,1,1,4,4,3,3,4,4,3,4,4,4,4,3,4,2,3,4,2,,,8,1,2,Smartphone,1,36,2,3,1,12,4,6,1,11
1695,0.915467634,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,3,3,5,4,3,3,4,4,4,4,3,4,2,3,4,4,2,4,2,2,4,4,3,3,4,3,4,4,2,4,2,2,4,4,2,2,2,2,4,4,3,2,4,2,4,4,3,2,3,4,4,2,2,2,4,4,4,4,3,4,4,3,4,2,2,2,2,2,3,4,3,4,4,2,2,5,3,5,4,3,2,4,4,3,2,3,2,2,3,2,4,4,3,4,3,4,3,3,3,4,2,4,3,3,,3,5,2,2,Desktop,2,51,3,4,1,11,3,1,7,5
1699,0.498191754,3,3,1,1,3,1,1,3,3,4,1,3,3,3,2,1,2,3,3,2,2,3,2,3,2,2,3,2,3,3,3,2,3,2,2,3,2,2,2,2,2,2,3,2,3,2,2,1,2,2,4,1,2,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,2,1,5,1,5,5,2,2,2,4,2,2,2,4,4,1,4,4,4,2,2,2,5,4,7,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,4,4,2,2,2,2,,,6,1,1,Phone interview (not online),2,65,4,6,2,10,3,6,6,2
1700,1.045562183,4,4,3,4,4,3,4,3,4,4,2,3,5,3,5,3,1,5,5,3,3,5,2,4,3,4,5,4,4,4,4,4,3,1,1,3,3,4,4,4,4,4,4,3,4,3,3,4,4,4,1,1,1,1,1,3,4,5,1,1,1,2,2,2,2,2,2,1,1,4,4,5,4,4,4,4,2,5,3,3,2,2,3,3,4,4,4,2,2,2,7,5,6,4,3,4,4,4,2,1,2,2,2,4,1,5,4,4,4,4,5,2,5,2,4,1,4,4,1,2,,9,1,2,Smartphone,2,50,3,4,1,12,4,1,1,14
1702,0.104913642,4,5,4,4,3,1,5,4,3,5,2,4,2,2,4,3,3,3,3,3,3,4,3,5,4,3,5,5,3,1,3,4,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,1,3,4,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,3,4,3,2,2,3,3,2,3,5,3,4,2,1,2,9,6,8,2,4,2,4,3,2,3,3,4,2,3,2,3,4,4,4,4,4,3,4,4,3,2,4,4,3,,3,10,1,2,Smartphone,1,31,2,2,4,10,3,1,1,13
1703,0.656567212,4,4,3,3,5,2,3,5,3,5,3,3,3,5,4,3,3,5,5,3,3,5,2,3,5,2,5,2,2,3,5,3,3,3,3,5,5,3,3,5,2,3,5,3,5,3,4,3,5,3,3,3,2,5,5,2,2,5,2,2,5,2,5,3,2,5,3,3,3,5,5,5,5,5,5,5,4,5,1,2,3,4,3,3,5,4,4,1,1,2,3,8,8,3,3,1,4,1,3,1,1,1,4,4,4,4,4,5,4,5,5,5,2,3,5,2,3,3,3,,1,5,2,2,Desktop,1,73,4,6,1,10,3,1,5,10
1706,0.354642763,5,5,3,3,4,2,2,4,2,5,2,2,2,4,3,1,1,5,3,1,2,4,1,2,4,1,4,2,2,2,4,1,1,1,1,3,2,1,1,3,1,1,4,2,4,1,1,1,4,1,1,1,1,3,3,1,2,3,1,1,3,1,1,1,2,4,1,1,1,4,3,3,4,4,3,3,3,3,4,3,3,3,4,4,2,3,4,2,4,3,5,,5,3,4,3,5,4,4,2,2,2,1,4,2,4,3,3,3,4,4,3,3,3,4,2,2,3,1,2,,7,1,2,Desktop,1,64,4,5,1,12,4,3,1,13
1717,0.797041466,2,2,5,5,5,5,5,2,5,2,5,5,5,2,5,5,5,2,3,5,5,2,5,5,2,5,5,3,5,5,2,5,2,5,5,2,2,5,5,2,5,1,1,4,1,1,1,1,1,1,1,1,4,1,1,5,5,1,5,5,1,4,1,5,5,1,5,1,1,4,3,2,3,2,4,3,1,3,2,2,1,4,3,4,3,3,2,5,4,3,3,3,5,2,3,3,3,4,2,2,3,3,1,2,1,1,1,1,2,3,4,1,1,2,2,1,3,4,3,,2,7,1,2,Desktop,2,46,3,4,1,13,4,1,1,10
1720,1.040686248,3,3,3,3,3,2,4,3,3,4,4,4,4,4,2,2,2,3,3,3,3,3,2,3,4,2,2,3,3,3,4,2,2,2,2,3,4,2,3,3,3,3,3,2,3,2,3,3,4,2,2,2,3,3,4,2,2,3,3,3,3,2,3,3,3,4,3,2,2,2,3,3,,2,3,4,2,4,2,2,4,2,3,4,2,3,4,5,3,4,7,6,8,2,2,2,4,4,2,3,4,3,2,1,1,1,1,2,3,2,2,3,1,4,2,2,4,3,3,,3,3,2,2,Smartphone,1,24,1,1,1,10,3,5,1,14
1721,0.382305484,4,4,4,4,4,4,4,4,4,4,1,4,3,3,4,1,1,4,4,4,1,4,1,1,4,1,4,4,4,4,4,1,3,3,3,4,4,4,4,4,4,1,4,4,4,1,4,3,4,4,3,3,1,4,3,3,4,4,3,3,3,3,4,3,3,4,1,3,3,5,4,3,5,4,5,4,2,3,3,4,3,3,4,3,3,3,4,1,1,4,5,5,5,5,3,4,5,4,1,1,1,3,2,4,1,3,4,4,4,4,4,4,4,4,4,1,4,2,2,,,5,2,1,Phone interview (not online),2,57,3,5,1,11,3,4,7,4
1723,1.83717916,4,5,4,4,5,4,4,5,5,5,3,3,5,5,5,3,3,4,3,4,3,4,3,4,3,2,5,5,4,5,5,4,4,3,2,4,5,3,4,4,3,4,4,4,5,2,3,5,4,4,3,4,3,1,1,2,5,5,1,3,3,1,1,1,2,4,1,1,1,5,5,5,5,4,4,5,5,5,2,2,5,4,4,1,4,5,5,1,1,1,5,8,8,4,4,3,4,4,2,3,1,1,4,5,4,5,5,5,5,5,5,4,4,5,5,3,3,3,2,,,9,1,2,Desktop,2,61,4,5,5,9,2,1,5,13
1730,0.95672771,4,4,3,3,5,1,5,5,3,4,4,4,3,5,4,2,2,4,5,2,3,4,2,2,5,3,4,2,3,3,5,3,3,2,1,4,4,1,3,4,1,1,4,1,5,2,1,2,4,2,2,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,4,4,4,4,4,4,4,3,4,3,4,3,3,4,3,4,4,5,2,1,2,3,6,6,4,4,3,3,2,3,2,2,2,4,4,3,3,4,4,3,5,4,4,4,4,4,3,2,3,2,,,7,3,2,Desktop,1,60,4,5,1,10,3,1,1,10
1732,0.553287748,5,5,2,2,2,2,2,4,3,5,2,3,4,3,2,2,2,5,5,2,1,2,2,3,3,2,5,5,3,2,2,2,1,1,1,5,5,2,2,2,2,2,3,1,5,1,1,1,2,2,1,1,1,5,5,2,2,1,2,1,2,1,5,2,2,2,2,1,1,4,4,4,4,1,2,4,4,4,4,4,3,2,4,2,5,5,5,1,1,2,2,7,5,4,4,2,3,3,3,2,2,2,4,5,4,5,4,5,4,5,4,4,3,4,4,2,2,2,3,,2,3,2,2,Smartphone,1,49,3,4,5,10,3,1,1,10
1735,1.259129466,4,3,3,3,4,3,3,3,3,4,2,3,3,4,3,4,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,2,4,2,3,4,4,3,3,3,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,4,4,4,4,3,4,4,3,4,3,4,4,4,3,3,4,4,1,2,2,5,5,5,5,1,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,,4,4,4,4,,,,3,,2,6,1,2,Desktop,2,62,4,5,1,11,3,1,5,13
1745,2.644986219,4,4,4,4,4,4,4,5,2,5,1,3,5,5,3,2,2,5,5,5,2,5,5,5,4,2,4,5,4,4,4,1,2,1,1,4,4,3,3,4,4,2,4,2,3,1,2,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,5,4,2,4,3,1,3,3,4,1,3,4,4,3,2,4,5,4,1,1,1,3,7,7,4,3,2,3,1,3,1,1,1,3,4,3,4,3,3,4,4,3,4,4,4,4,3,1,1,1,3,,8,1,2,Desktop,2,78,4,7,2,10,3,1,5,9
1746,0.809835671,4,5,3,4,3,3,3,4,1,5,1,2,4,4,3,4,3,3,3,3,3,4,4,3,3,1,4,5,4,5,3,2,5,3,3,5,5,3,3,3,1,3,4,3,5,1,2,5,4,1,3,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,3,3,4,4,5,4,3,3,3,4,4,1,1,4,3,3,3,5,5,5,1,1,3,5,5,8,4,4,1,4,3,3,3,1,2,3,4,1,4,3,4,3,4,5,5,1,5,3,3,1,1,3,,2,4,1,2,Smartphone,1,48,3,4,1,10,3,1,1,4
1748,0.338797907,5,5,3,4,5,3,3,5,2,5,2,3,4,5,3,2,5,1,1,1,1,1,1,1,1,3,3,3,1,5,5,5,5,5,5,1,1,1,1,1,1,3,3,2,5,2,3,4,5,3,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,4,5,5,5,5,5,5,5,5,5,5,3,4,3,3,5,5,5,5,5,2,1,1,5,5,8,5,5,3,3,4,3,2,2,2,2,3,3,4,4,4,4,4,4,4,4,5,4,4,2,4,2,,,8,1,2,Desktop,2,25,1,2,2,12,4,5,2,6
